,static,sentence
313,气管接头,"漏气,漏气,拆检后发现组合垫磨损导致漏气，更换组合垫后试车正常。"
314,加力器,"用户反应刹车不好用,挂档不走道。,加力器损坏。"
315,工作泵,"大臂无力,大臂起上太慢,可能原因工作泵损坏"
316,组合阀,"客户反应车子漏气,打不起气,组合阀损坏"
317,燃油箱,"柴油箱焊缝处漏油,柴油箱漏油,柴油箱开裂"
318,前桥螺栓,"1  .动臂缸油管漏油    2  .前桥固定螺丝断裂,前桥固定螺丝断裂,前桥固定螺丝断裂"
319,气管接头,"漏气,客户在使用过程中发现紧急制动阀漏气,紧急制动阀进气管松动"
320,前桥螺栓,"桥螺栓断裂,前桥固定螺丝断裂,前桥固定螺丝断裂"
321,前传动轴及支承总成,"传动轴损坏,前传动轴损坏,传动轴锁紧螺母松动导致法兰盘与传动轴齿槽磨损严重，运行时不平稳发出异响"
322,前桥螺栓,"前桥骑马螺丝断裂,断裂,质量问题"
323,前传动轴及支承总成,"传动损坏,断裂,轴细"
324,加力器,"前轮刹车不灵,卡死，前轮拖刹,损坏"
325,前桥螺栓,"前桥螺栓断裂,前桥紧固螺栓断裂两颗,前桥螺栓断裂"
326,O型圈,"变速箱处漏油,该机漏液压油,因胶圈损坏导致漏油"
327,手刹间隙,"手刹不好用,手刹不好用,调整一下手刹上的间隔工作正常"
328,O型圈,"漏油,该机右边动臂油缸靠内侧进油软管从管子接头处漏液压油油,经拆下该漏油软管发现o型密封圈有磨损所以密封不严，从而导致该机在起升动臂时会从动臂油缸进油管接头处漏出液压油！"
329,螺栓,"转向系统液压油管压板螺丝断裂油管松脱、液压油泄漏，导致无转向。,转向油管螺栓断裂，O型圈损坏漏油导致该机子无转向,转向油管螺栓断裂，O型圈损坏漏油导致该机子无转向"
330,推拉软轴,"变速箱无二档,客户反应无二挡,重新调整后试车正常"
331,上罩,"上盖损坏,发动机上罩损坏,发动机上罩损坏"
332,加力器,"刹车不好,客户来电反应，整机制动效果不好,加力器漏气"
333,下铰接螺栓,"铰接销脱出,客户反映车子铰接销脱出,下铰接销固定螺丝断裂"
334,O型圈,"漏油,右动臂缸大腔软轴接头处漏油,更换后试车正常"
335,下铰接螺栓,"客户反应车子异响,客户反应车子异响,铰接销固定螺丝断裂，铰接销上移，和传动轴摩擦。"
336,气制动阀总成,"脚制动阀漏气,该机脚制动阀漏气,漏气"
337,下铰接螺栓,"下交接销螺栓断了,下交接销螺栓断了,螺栓断了"
338,O型圈,"机子漏油,现场检查发现机子流量放大阀漏油,拆除管子接头更换密封圈后紧固接头试机工作正常"
339,螺栓,"发动机漏水,客户反应机器漏水,螺丝松动导致密封圈损坏"
340,组合阀,"车子打气不上,车子打气不上,更换新件组合阀后，车子正常使用"
341,推拉软轴,"收斗慢,收斗慢,调整后试车正常，维修完毕"
342,左门锁,"门锁不好用,客户反应门锁不好用,重新调整门锁后试车正常"
343,O型圈,"漏油,客户反应漏油,重新更换密封圈后试车正常"
344,雨刮总成,"后雨刮臂断裂,客户在使用过程中发现后雨刮臂脱落不转动,螺栓松动"
345,气管接头,"漏气,脚制动阀下部漏气,气管松动"
346,油管接头,"漏油,漏油,经到现场检查发现流量放大阀软管螺丝松动导致漏油，经维修后试车工作正常"
347,风扇支架,"风扇支架损坏,机器异响,检查风扇叶、风扇支架内部轴承损坏，造成该异响故障。为客户更换风扇支架后工作正常"
348,风扇,"风扇损坏。,风扇损坏。,需更换风扇。"
349,O型圈,"无刹车,无刹车--智能管家系统问题，DMS录入,夹钳接头O型圈损坏"
350,O型圈,"刹车漏油,刹车漏油,空芯螺丝损坏O形圈损坏"
351,雨刮总成,"雨刮不喷水，大灯不亮,雨刮喷水后直接从里面滴下,接头松动"
352,组合阀,"整车无刹车,整车无刹车,组合阀损坏"
353,油管接头,"漏油,漏油,管卡螺丝松动导致漏油"
354,前桥螺栓,"前桥螺丝折断。,前桥固定螺栓断裂,螺栓松动。"
355,起动机,"起动机坏了,打不着火,起动机损坏"
356,空调压缩机,"空调不制冷,空调不制冷,离合器线圈损坏"
357,上罩,"后机罩盖爆漆,发动机后机罩右侧爆漆,发动机后机罩右侧爆漆"
358,动臂缸大小腔软管,"散热器管子坏,漏油,漏油"
359,空调压缩机,"后桥有异响,压缩机有异响,压缩机电路短路导致异响"
360,上罩,"上罩掉漆,上罩油漆脱落,油漆脱落"
361,上罩支架,"顶盖支架断裂,发动机顶盖支架断裂,质量问题"
362,雨刮总成,"雨刮失效,雨刮失效,雨刮臂固定螺栓松动导致雨刮失效，重新调整固定后恢复正常工作，"
363,组合阀,"油水分离组合阀漏气，轮边盖漏油,该车无法行走,质量问题"
364,气管接头,"漏气,漏气,紧固螺丝后试车正常"
365,油管接头,"打不进黄油,漏油,固定紧固螺母后试车正常。"
366,油管接头,"漏油,漏油,固定紧螺母后试车正常。"
367,按钮阀,"按钮阀漏气,按钮阀漏气,按钮阀损坏"
368,上罩,"发动机上罩油漆开裂,发动机上罩油漆脱落,质量问题"
369,上罩,"机罩掉漆,发动机罩脱漆,脱漆"
370,燃油箱,"客户反应机器漏油严重,客户反应机器漏油严重,因焊接出开裂，导致漏油"
371,下铰接螺栓,"车辆异响,车辆异响,更换螺栓后试车正常，维修完毕"
372,上罩,"后机罩盖掉漆,发动机上罩油漆脱落,机罩油漆未处理好"
373,上罩,"机子发动机罩掉漆,机子发动机罩油漆脱落,发动机上罩油漆脱落"
374,喇叭,"喇叭不响,喇叭不响,检查为电喇叭失效导致，更换电喇叭后故障排除"
375,左门锁,"门锁坏,：驾驶室门锁，锁不住,门锁拉线反卡"
376,螺栓,"齿轮泵漏油,齿轮泵漏油,质量问题"
377,空调压缩机,"无空调,无空调,压缩机线圈线断裂"
378,上罩支架,"发动机支架断裂,顶盖支架断裂，,支架断裂"
379,气管接头,"组合阀漏气，先导阀阀卡,漏气,螺丝松动"
380,O型圈,"刹车不灵，后加力器漏油,后轮无刹车,密封圈损坏，"
381,加力器,"前轮无刹车,内漏,内漏"
382,气管接头,"漏气,客户在使用过程中，发现有漏气现象,软管松动"
383,上罩支架,"支架断裂,支架开裂,支架开裂"
384,气管接头,"漏气,行车制动阀管路漏气,制动阀管路漏气"
385,上罩支架,"发动机支架断裂。,用户反映发动机支架开裂,支架断裂"
386,气制动阀总成,"制动阀漏气,行车制动阀制动刹车时漏气,行车制动阀制动刹车时漏气"
387,油门踏板,"油门踏板发卡不回,油门踏板发卡，偶尔不回弹,油门踏板弹簧与销轴发卡，回弹不流畅。"
388,加力器,"拖刹,后刹车拖刹,加力器不够压力"
389,加力器,"刹车不灵,加力器损坏,加力器损坏"
390,上罩,"发动机后罩油漆脱落,发动机罩油漆脱落,油漆脱落"
391,气管接头,"装载机打气慢,装载机打气慢,打气泵出气管螺母松动"
392,油管接头,"发动机高温，变速箱漏油,变速箱离合器端盖油管接头密封圈损坏漏油,紧固油管接头后正常"
393,上罩,nan
394,气管接头,"铲车漏气,用户反应漏气,组合阀管接头漏气，禁锢管接头，试车正常。"
395,起动机,"机器打不着火,机器打不着火,起动机损坏"
396,雨刮总成,"雨刮不喷水,,雨刮水不喷,开关短路"
397,倒车报警器,"倒车报警器不响,倒车时倒车报警器不响,倒车报警器损坏导致倒车时报警器不响，更换倒车报警器后试机倒车报警器正常。"
398,刹车管,"刹车油管漏油,后桥刹车油管漏油,更换刹车钢管总成，重新排空气，故障排除"
399,加力器,"车子无刹车,车子刹车不灵,加力器损坏漏气"
400,刹车管,"前轮刹车失灵,刹车油管变形不过油,更换新件油管后，工作正常故障排除。"
401,前桥螺栓,"前桥固定螺丝断裂丢失,该车前前螺栓断裂丢失,跟换新件前桥螺栓后，工作正常，故障排除"
402,上罩,"发动机上罩掉漆,,发动机上罩油漆开裂,油漆脱落"
403,工作泵,"漏油,工作泵在壳体结合处漏油,工作泵漏油"
404,加力器,"后轮没刹车,后轮无刹车,质量问题"
405,按钮阀,"没手刹,没动力车辆不行走,按钮阀损坏导致整车失去动力"
406,螺栓,"波箱脚螺栓掉,波箱脚螺丝脱落,上螺丝"
407,工作泵,"大臂不举升,大臂举升无力，大臂不举升。,工作泵损坏，更换齿轮泵。"
408,加力器,"没有刹车,经维修人员现场检查发现该车的前轮加力泵排气时没劲，造成无法正常工作,经维修人员现场检查发现该车的前轮加力泵工作失效，无法正常工作。更换新件后故障排除"
409,风扇支架,"客户反映车子风扇托架摇晃严重,客户来电反映发动机异响,风扇支架轴承磨损"
410,换档软轴,"变速箱异常,车在一档换二档时，车有急刹车现象,操作软轴位置调整不当"
411,上罩支架,"支架断裂,发动机上罩支架断裂,质量问题"
412,左门锁,"钥匙不能锁门,钥匙无法锁门,新机钥匙出厂匹配错误，更换新门锁"
413,螺栓,"动臂操作杆卡滞、沉重,用户反应该机大臂手柄重，手柄回不到中位，无法使用,经调整大臂拉绳恢复后试机，该机大臂重故障排除，试机正常"
414,螺栓,"有异响,经维修人员检查发现固定操纵软轴的螺丝松动，造成有异响。,经检查发现该车的固定操纵软轴的螺丝松动，紧固后，故障排除。"
415,上罩,"后机罩掉漆,后机罩掉漆,后机罩掉漆"
416,气制动阀总成,"企业保修；企业保修,刹车爆死,气制动阀总成内漏"
417,刹车管,"刹车漏油,后制动夹钳刹车管螺丝密封不严漏油，车辆无刹车。,踩下脚制动阀后轮无刹车。"
418,螺栓,"前桥异响,漏油,松动"
419,螺栓,"前桥漏油,前主传动漏油,螺栓松动"
420,左门锁,"门锁无法打开,左门不好打开,门锁发卡"
421,工作灯,"驾驶室前大灯不亮,驾驶室大灯不亮,损坏 烧坏"
422,倒车报警器,"倒车报警器不响,倒车报警器，在挂上倒档时没有蜂鸣的声音,倒车报警器损坏"
423,空调继电器,"空调没风出,空调没风出,电流过大造成继电器损坏"
424,组合阀,"无刹车,组合阀漏气，打不起气。,组合阀内部密封圈坏，导致组合阀漏气。"
425,上罩支架,"发动机上罩断裂，前轮没刹车，前主转动漏油,开裂,自裂"
426,O型圈,"油缸漏油,经现场检查该机侧卸油缸底部接钢管处往外漏油。,拆下钢管更换新（O）型圈装上后工作正常。"
427,上罩,"上罩严重脱漆,上罩油漆脱漆,检查为发动机上罩油漆整块脱落，判断为没有喷好漆导致，更换上罩后，故障排除"
428,前传动轴及支承总成,"传动轴异响,传动轴异响,前传动轴磨损，损坏，拆下后更换新件，故障排除"
429,放水阀,"漏气,漏气,开关阀漏气 更换新的故障解除"
430,加力器,"刹车不灵。,后轮加力器内部泄露,内部磨损"
431,气管接头,"漏气,气制动阀松动,气制动阀松动"
432,气管接头,"维修漏气,制动阀漏气,制动阀气管垫片损坏，漏气"
433,气管接头,"漏气，仪表报警。,机子正常工作，多踩几次刹车，气压报警。,空压机连接气管松动漏气"
434,起动机,"起动机坏了,起动机漏油,起动机外部漏变速箱油，检查起动机不严，线圈内渗油"
435,上罩支架,"发动机罩断裂,发动机罩上罩断,发动机罩断"
436,风扇,"风扇裂了,风扇叶片不正,风扇叶片松动"
437,喇叭,"转向漏油,用户反应喇叭比响。,电喇叭损坏"
438,油管接头,"管子漏油,转向油缸交叉软管漏油,经检查发现转向油缸软管接头松动导致软管接头l漏油"
439,空调继电器,"没空调,没空调,继电器损坏"
440,前传动轴及支承总成,"传动轴断了,前传动轴断裂,前传动轴中间断了"
441,加力器,"前刹车有时抱死,前轮有时抱死,加力器失效"
442,油管接头,"转向器胶管接头漏油,转向器油管漏油,油管接头松动"
443,上罩支架,"上罩断裂,上罩断裂,断裂"
444,气管接头,"机子无法行走,机子无法行走，检查气压不足！,松动，损坏！"
445,O型圈,"打不着火,不能起动,放水开关0形圈变形"
446,前桥螺栓,"主传动断裂,前桥主传动断裂,更换大小螺旋，螺丝，油封后故障排除"
447,前桥螺栓,"前桥固定螺丝断裂,前桥固定螺栓断裂一条,前桥螺栓质量问题或设计不合理"
448,空调继电器,"空调无暖风,该用户反应空调无暖风。,空调继电器损坏，更换新的继电器后试机正常。"
449,螺栓,"客户反应座椅下有吱吱的响声,客户反应有吱吱的声响。,机罩螺丝松动，导致断裂。"
450,上罩支架,"座椅支架断裂,座椅支架固定螺丝眼处断裂,座椅支架断裂"
451,加力器,"无刹车,无刹车,经到现场检查发现前加力器损坏导致无刹车，经更换新加力器后试车工作正常"
452,气管接头,"漏气,漏气,紧急制动软管接头处导至漏气"
453,气管接头,"漏气,漏气,紧固行车制动阀管路接头后试车正常"
454,气管接头,"漏气,漏气,组合垫质量问题造成密封不严漏气。"
455,加力器,"铲车刹车不好,铲车没刹车,刹车泵内部零件损坏"
456,气制动阀总成,"没有刹车,铲车没刹车,气制动阀损坏"
457,加力器,"刹车不太灵,刹车不灵,刹车泵损坏"
458,前传动轴及支承总成,"前桥传动轴异响,传动轴异响,油封损坏进土"
459,螺栓,"座椅螺栓断裂、机罩支架断裂,驾驶室座椅松动，螺栓脱落,螺栓防松不好。"
460,上罩支架,"支架断裂,发动机上罩支架断裂,支架钢管断裂"
461,螺栓,"漏气,漏油,漏油"
462,气管接头,"漏气,漏气,漏气"
463,按钮阀,"无法行走,车辆无法行走,更换紧急制动阀后试车正常"
464,推拉软轴,"大臂重，手刹不好。,起斗时，大臂重,固定螺丝松动"
465,加力器,"漏油,加力器漏油造成刹车不灵,加力器漏油造成刹车不灵"
466,倒车报警器,"上罩断，倒车警报器不响,倒车警报器损坏不响,倒车警报器损坏不响"
467,上罩支架,"上罩断，倒车警报器不响,发动机上罩支架断裂,发动机上罩支架断裂"
468,加力器,"加力器漏油,前加力器漏刹车油，造成刹车不灵,前加力器漏刹车油，造成刹车不灵"
469,气制动阀总成,"气制动阀漏气,气制动阀漏气,气制动阀漏气"
